ミント　　ペパー,ミント　　ペパー,1,pc,190,pc,,クィーンズファーム,,,,190
セルフィーユ,セルフィーユ,1,pc,150,pc,,クィーンズファーム,,,,150
ライム,ライム,1,個,130,個,,クィーンズファーム,,,,130
種なしぶどう,種なしぶどう,1,pc,480,pc,,クィーンズファーム,,,,480
種ありぶどう,種ありぶどう,1,pc,290,pc,,クィーンズファーム,,,,290
いちご,いちご　とちおとめ,1,pc,580,pc,,クィーンズファーム,,,,580
イタリアンパセリ,イタリアンパセリ,1,pc,150,pc,,クィーンズファーム,,,,150
ペパーミント,ペパーミント,1,pc,420,pc,,クィーンズファーム,,,,420
唐揚げの素,から揚げの素　Ｎｏ１,"2,000",g,540,g,,日本食研,,,,0.27
焼肉のたれ炭香,焼肉のたれ炭香,"2,000",g,"1,600",g,,日本食研,,,,0.8
コチュジャンダレ,焼肉のたれ　コチュジャンダレ,"2,000",ml,"1,610",ml,,日本食研,,,,0.805
山賊焼のたれ,山賊焼のたれ,"2,000",ml,"1,280",ml,,日本食研,,,,0.64
ねぎ味噌炒めのたれ,豚のねぎ味噌炒めのたれ　2kg,"2,000",g,"1,300",g,,日本食研,,,,0.65
焼肉のたれ彩,焼肉のたれ彩　2000g,"2,000",g,"1,610",g,,日本食研,,,1,0.805
チンジャオロースソース,青椒肉糸糸ソース　2000g,"2,000",g,"1,300",g,,日本食研,,,1,0.65
大根おろしソース,大根おろしソース　2kg,"2,000",g,"1,610",g,,日本食研,,,,0.805
みぞれ煮のたれ,みぞれ煮たれ,"2,000",g,"1,550",g,,日本食研,,,1,0.775
麻婆ソース,麻婆ソース　2000g,"2,000",g,"1,410",g,,日本食研,,,,0.705
中華味噌炒めソース,中華味噌炒めソース　2000g,"2,000",g,"1,300",g,,日本食研,,,1,0.65
味噌煮のたれ,味噌煮のたれ　2000g,"2,000",g,"1,080",g,,日本食研,,,1,0.54
トマトソース,トマト煮込みソース,"2,000",ml,"1,400",ml,,日本食研,,,,0.7
うなぎのたれスペシャル,うなぎのたれスペシャル,"2,000",g,"1,260",g,,日本食研,,,,0.63
ぬったれ,ぬったれ　2000g,"2,000",g,960,g,,日本食研,,,1,0.48
デミグラス煮込みソース,デミグラス煮込みソース2㎏(6本）,"2,000",g,"1,400",g,,日本食研,,,1,0.7
ねぎ塩だれ,ねぎ塩だれ炭火風　1800g,"1,800",g,"1,000",g,,日本食研,,,1,0.5555555556
塩だれ　1.8kg,塩だれ　1.8kg,"1,800",g,"1,390",g,,日本食研,,,1,0.7722222222
D　塩だれ,D　塩だれ　１LR,"1,000",g,730,g,,日本食研,,,1,0.73
手羽先甘辛揚げのたれ,手羽先甘辛揚げのたれ　１L,"1,000",ml,560,ml,,日本食研,,,1,0.56
すりおろし野菜ドレッシング,すりおろし野菜ドレッシング　１L,"1,000",ml,530,ml,,日本食研,,,,0.53
バンバンジーのたれ,Sp.バンバンジー　1000ｍｌ,"1,000",ml,585,ml,,日本食研,,,1,0.585
チャプチェの素,チャプチェの素　1100g,"1,100",g,850,g,,日本食研,,,1,0.7727272727
バジルソテーオイル,鶏ももバジルソテーオイル　700g,700,g,"1,100",g,,日本食研,,,,1.571428571
レモンペッパー焼オイル,レモンペッパー焼オイル　700gR,700,g,"1,150",g,,日本食研,,,,1.642857143
きざみオニオンソース,D きざみオニオンソース700ml(12本）,700,ml,775,ml,,日本食研,,,,1.107142857
