春菊のお浸し,春菊と大根のお浸し,1000,g,700,0.7,食材,1,,,1
きんぴられんこん,金平れんこん,1000,g,790,0.8,食材,1,,,1
五目うの花,五目うの花,1000,g,576,0.6,食材,1,,,1
キムチもやし,キムチもやし,1000,g,340,0.3,食材,1,,,0
金時豆,金時豆 徳用 真空,1000,g,580,0.6,食材,1,,,1
豆のごま和えサラダ,ケンコー 豆のごま和えサラダ,1000,g,660,0.7,食材,1,,,1
エリンギマリネ,エリンギマリネ,1000,g,780,0.8,食材,1,,,1
味付きふき,味付き ふき,1000,g,1040,1.0,食材,1,,,1
昆布巻,昆布巻 S,1000,g,930,0.9,食材,1,,,1
里芋そぼろ煮,里芋そぼろ煮,500,g,345,0.7,食材,1,,,1
ひじき煮,ひじき煮 サンホーム,1000,g,495,0.5,食材,1,,,1
刻み高菜,サンホーム 刻み高菜,1000,g,307,0.3,食材,1,,,1
ごま昆布,北海道産ごま昆布 (サンホーム),1000,g,580,0.6,食材,1,,,1
キムチ,白菜キムチKC,1000,g,420,0.4,食材,1,,,1
細切塩メンマ,細切塩メンマ,2000,g,870,0.4,食材,1,,,1
味付きメンマ,味付きメンマ 燦宝夢 1.2kg,1200,g,475,0.4,食材,1,,,1
たけのこ穂先,有機たけのこ水煮  穂先,1000,g,800,0.8,食材,1,,,1
スイートコーン,スイートコーン ホール 4ｺﾞｳｶﾝ,425,g,97,0.2,食材,1,,,1
うずら,うずら卵水煮 中国産 2号缶,50,個,280,5.6,食材,1,,,1
マッシュルーム,マッシュルームスライス ＩＱＦ,1000,g,790,0.8,食材,1,,,1
錦糸玉子 1,錦糸玉子 極細 Ｆ,500,g,320,0.6,食材,1,,,1
錦糸玉子 2,錦糸玉子,500,g,320,0.6,食材,1,,,1
焼そば,ソース焼そば,1000,g,420,0.4,食材,1,,,0
冷凍うどん,冷凍うどん 得200ｇ (サンホーム),1000,g,170,0.2,食材,1,,,1
沖縄そば,沖縄そば L麺県外用,200,g,98,0.5,食材,1,,,1
冷凍ラーメン ハーフT,燦宝夢 冷凍ラーメン ハーフT,1000,g,200,0.2,食材,1,,,0
スパゲティー,スパゲッティー 1.6mm (サンホーム),4000,g,995,0.2,食材,1,,,1
ラティーノスパゲッティ,ラティーノスパゲッティ ♯6,1000,g,220,0.2,食材,1,,,1
春雨,中国春雨,500,g,165,0.3,食材,1,,,1
焼きのり,焼きのり 10Ｐ 上,10,枚,180,18.0,食材,1,,,1
韓国のり,韓国海苔,30,g,218,7.3,食材,1,,,0
もみ海苔,もみ海苔,100,g,288,2.9,食材,1,,,1
ひじき,サンホーム ひじき,500,g,975,2.0,食材,1,,,0
木耳,黒木耳,1000,g,2625,2.6,食材,1,,,0
高野豆腐 大コロ,高野豆腐 大コロ,1000,g,1050,1.1,食材,1,,,1
ローストオニオン,ＳＢ セレクトスパイス ローストオニオン,100,g,516,5.2,食材,1,,,0
カットわかめ,ふえるわかめ(サンホーム),200,g,655,3.3,食材,1,,,1
海藻サラダ,海藻サラダ(サンホーム),100,g,712,7.1,食材,1,,,1
小車麩,小車麩,1000,g,1700,1.7,食材,1,,,1
煎り胡麻 黒,いり胡麻(黒),1000,g,583,0.6,食材,1,,,0
煎り胡麻 白,いり胡麻(白),1000,g,583,0.6,食材,1,,,0
サンホーム パプリカ,サンホーム パプリカ,225,g,480,2.1,食材,1,,,0
刻みパセリ,パセリ (サンホーム),50,g,260,5.2,食材,1,,,1
パセリ,ヱスビー食品 パセリ L缶,80,g,425,5.3,食材,1,,,0
ポテトサラダ,いもさら,1000,g,270,0.3,食材,1,,,0
マカロニサラダ,まかさら マカロニサラダ (サンホーム),1000,g,270,0.3,食材,1,,,0
ポテトフレークス,ポテトフレークス US産,1000,g,530,0.5,食材,1,,,0
チリビーンズ,S&W チリビーンズ 4ゴウカン,439,g,300,0.7,食材,1,,,0
ピクルス,スライススライプオリープ アメリカ産,1,本,330,330.0,食材,1,,,0
レッドチェリー Ｍ,レッドチェリーＭ 中国産 4ｺﾞｳｶﾝ,1,本,170,170.0,食材,1,,,1
チェリー,チェリー缶,24,個,170,7.1,食材,1,,,1
クミンシード,クミンシード,100,g,210,2.1,食材,1,,,0
コリアンダー,コリアンダーシード,100,g,245,2.5,食材,1,,,0
ナツメグ,Ｃｈｅｆｅｅｌ ナツメグ,225,g,560,2.5,食材,1,,,0
ガラムマサラ,Ｃｈｅｆｅｅｌ ガラムマサラ,200,g,475,2.4,食材,1,,,0
カリフォルニアレーズン,カリフォルニアレーズン,1000,g,530,0.5,食材,1,,,0
クコの実,クコの実,500,g,1150,2.3,食材,1,,,0
粉末ゼラチン,サンホーム 粉末ゼラチン,450,g,1105,2.5,食材,1,,,0
コルニッション,コルニッション,230,g,425,1.8,食材,1,,,0
ケーパー,ケーパー,130,g,268,2.1,食材,1,,,0
クルトン,フライドクルトン 200g,200,g,360,1.8,食材,1,,,0
アーモンドエッセンス,ギャバン アーモンドエッセンス,30,g,400,13.3,食材,1,,,0
真だこのマリネ,真だこのマリネ ペペロンチーノ,500,g,1785,3.6,食材,1,,,0
サーモンスライス,サンホーム サーモントラウトスライス,500,g,1650,3.3,食材,1,,,0
チキンガランティーヌ,JTF チキンガランティーヌ スライスタイプ,330,g,750,2.3,食材,1,,,0
イトヨリのマリネ,イトヨリのフレンチマスタードマリネ,500,g,900,1.8,食材,1,,,0
ポークブリオッシュ,ポールミート ニューオークブリオッシュ,750,g,1700,2.3,食材,1,,,0
