黒弁当 本体,ＣＴガチ弁ＩＫ24－20Ａ ＢＫ身,1600,枚,12480,7.8,弁当容器,18,,,0
黒弁当 蓋,ＣＴガチ弁ＩＫ24－20 蓋,1600,枚,9120,5.7,弁当容器,18,,,0
黒弁当（旧）本体,ＣＴガチ弁ＩＫ24－20C2 ＢＫ身,1600,枚,11360,7.1,弁当容器,18,,,0
旧 赤 本体,CTガチ弁IK24-20C2RBS身 赤,1600,枚,16960,10.6,弁当容器,18,,,0
赤弁当 本体,ﾊｲｸｯｶｰ HK70-31B RBS,3200,枚,56480,17.7,弁当容器,18,,,1
赤弁当 蓋,ﾊｲｸｯｶｰ HK70 OCZ,3200,枚,34400,10.8,弁当容器,18,,,1
閃光,新CZ-2-2-1閃赤セット,1000,枚,14000,14.0,弁当容器,18,,,1
SMP容器本体,SMP-900E-2 本体,480,枚,12960,27.0,弁当容器,18,,,0
SMP蓋,SMP-900E-F カップ丼蓋,960,枚,8736,9.1,弁当容器,18,,,0
SMP内蓋,SMP-900E-F 中皿一般03,960,枚,11712,12.2,弁当容器,18,,,0
赤ガチ弁,CTWF-22R-27赤黒－BK身L,1200,枚,13104,10.9,弁当容器,18,,,1
赤ガチ弁 蓋,CT WF－22 重ね蓋,1200,枚,11796,9.8,弁当容器,18,,,1
大盛り容器,G-3 白 折蓋小,1000,枚,4650,4.7,弁当容器,18,,,1
住田用容器,G-2 白 折蓋中,1100,枚,5610,5.1,弁当容器,18,,,1
カレー容器,LA－227－5H黒,1200,枚,12240,10.2,弁当容器,18,,,0
カレー容器内蓋,LA－22 中蓋 有穴,1200,枚,5760,4.8,弁当容器,18,,,0
カレー用蓋,LA－227F,1200,枚,11400,9.5,弁当容器,18,,,0
SDビストロ 身,SDビストロ M20-16深 W 身,600,枚,8700,14.5,弁当容器,18,,,0
SDビストロ 蓋,SDビストロ M20-16深 蓋,600,枚,7140,11.9,弁当容器,18,,,0
TR-37 本体,TR-37 本体,600,枚,10140,16.9,弁当容器,18,,,1
TR-37 蓋,TR-37 蓋,600,枚,5580,9.3,弁当容器,18,,,1
TR-101 本体,TR-101H あけぼの,600,枚,9900,16.5,弁当容器,18,,,1
TR-101 蓋,TR-101F,600,枚,6540,10.9,弁当容器,18,,,1
TR-120 本体,TR-120 あけぼの,600,枚,8220,13.7,弁当容器,18,,,1
TR-120 蓋,TR-120F,600,枚,5520,9.2,弁当容器,18,,,1
輪ゴム,ゴムバンド＃18 500g,1,個,435,435.0,厨房備品,18,,,1
味噌カップ,UFカップ85－180ホワイト本体,2500,個,9375,3.8,弁当備品,18,,,1
食器用洗剤,PS-中性洗剤 5㎏,1,本,1130,1130.0,厨房備品,18,,,1
トイレットペーパー,トイレットペーパー エコパル12RW,1,袋,293,293.0,厨房備品,18,,,1
漂白剤,PS－5 殺菌・漂白剤 5ｋｇ,1,本,985,985.0,厨房備品,18,,,1
アルコール,ﾒｲﾌﾟﾙ)ﾗﾋﾞﾝｸﾞA75% 4L,1,本,1200,1200.0,厨房備品,18,,,1
ハンドソープ,PS1-1 ハンドソープ 5ｋｇ,1,本,1800,1800.0,厨房備品,18,,,1
マジックリン的なもの,ケミクイック5kg(マジックリンの代替品),3,本,1500,500.0,厨房備品,18,,,1
トイレ掃除用洗剤,業務用トイレルック 450ｍｌ,1,本,148,148.0,厨房備品,18,,,1
クッキングペーパー,PS業務用クッキングペーパー M,1,袋,402,402.0,厨房備品,18,,,1
ペーパータオル,PSペーパータオルリサイクル紙 小判新,1,袋,70,70.0,厨房備品,18,,,1
ピーチキッチンタオル,ピーチキッチンタオル 4R,1,袋,228,228.0,厨房備品,18,,,1
サランラップ,PS業務用ラップ 30㎝×100ｍ,1,本,169,169.0,厨房備品,18,,,1
エンボス手袋L,PSポリグローブエンボス箱入りL,1000,枚,870,0.9,厨房備品,18,,,1
エンボス手袋M,PSポリグローブエンボス箱入りM,1000,枚,860,0.9,厨房備品,18,,,1
エンボス手袋S,PSポリグローブエンボス箱入りS,1000,枚,870,0.9,厨房備品,18,,,1
エンボス手袋SS,PSポリグローブエンボス箱入りSS,1000,枚,860,0.9,厨房備品,18,,,1
アルミホイル,PS業務用ホイル 30×50,1,本,396,396.0,厨房備品,18,,,1
クッキングシート20,PS業務用クッキングシート33×20,1,本,350,350.0,厨房備品,18,,,1
クッキングシート30,PS業務用クッキングシート33×30,1,本,509,509.0,厨房備品,18,,,1
ラップ,PS業務用ラップ 30×50,1,本,170,170.0,厨房備品,18,,,1
炊飯ネットL,炊飯ネット5升炊き用 100×100,1,枚,755,755.0,厨房備品,18,,,1
食洗機用洗剤,アクシャル ニュースターLS 13ｋｇ,1,本,4640,4640.0,厨房備品,18,,,1
除菌漂白剤,J・F 除菌漂白剤5kg,1,本,580,580.0,厨房備品,18,,,1
マスク,PSマスク2PLY耳掛け 丸紐,100,枚,340,3.4,厨房備品,18,,,0
透明袋,ﾆｭｰﾌｸﾛｰﾙNo.200E,2800,枚,640,0.2,厨房備品,18,,,1
紙ボックス,紙ボックス 源氏,300,枚,6045,20.2,厨房備品,18,,,1
中仕切り,中仕切り,300,枚,4470,14.9,厨房備品,18,,,1
TR-36H 本体,TR-36H 本体,600,枚,7320,12.2,弁当容器,18,,,1
TR-36H 蓋,TR-36H 蓋,600,枚,4320,7.2,弁当容器,18,,,1
TR-37H 本体,TR-37H 本体,600,枚,10140,16.9,弁当容器,18,,,1
TR-37H 蓋,TR-37H 蓋,600,枚,5580,9.3,弁当容器,18,,,1
WUS膳 22－17－2,WUS膳 22－17－2,360,枚,15984,44.4,弁当容器,18,,,1
WUS膳 22－17,WUS膳 22－17,360,枚,4932,13.7,弁当容器,18,,,1
TR-65－2H R/B,TR-65－2H R/B,400,枚,6600,16.5,弁当容器,18,,,1
TR-65F 蓋,TR-65F 蓋,400,枚,5320,13.3,弁当容器,18,,,1
WK-12E,華詩パック  WK-12E,600,枚,6300,10.5,弁当容器,18,,,1
WK-11E,華詩パック  WK-11E,1200,枚,8640,7.2,厨房備品,18,,,0
SU-27 本体,SU-27 本体,400,枚,5560,13.9,弁当容器,18,,,1
SU-27－N9 内装,SU-27－N9 内装,400,枚,5160,12.9,弁当容器,18,,,1
